name,wager,wager_count,player_hands
WOPR,5,6,"{'Allice': [5, 3, 6, 1], 'WOPR': [5, 4, 2, 5], 'Andy': [5, 2, 6, 4], 'Hal': [4, 1, 1, 1]}"
Andy,6,6,"{'WOPR': [5, 4, 2, 5], 'Andy': [5, 2, 6, 4], 'Hal': [4, 1, 1, 1], 'Allice': [5, 3, 6, 1]}"
Hal,1,7,"{'Andy': [5, 2, 6, 4], 'Hal': [4, 1, 1, 1], 'Allice': [5, 3, 6, 1], 'WOPR': [5, 4, 2, 5]}"
Allice,6,7,"{'WOPR': [5, 4, 2, 5], 'Andy': [5, 2, 6, 4], 'Hal': [1, 1, 1], 'Allice': [5, 3, 6, 1]}"
Andy,5,1,"{'WOPR': [4, 4, 3, 2], 'Andy': [5, 4, 5, 4], 'Hal': [3, 3, 3], 'Allice': [2, 5, 2, 3]}"
Hal,3,2,"{'Andy': [5, 4, 5, 4], 'Hal': [3, 3, 3], 'Allice': [2, 5, 2, 3], 'WOPR': [4, 4, 3, 2]}"
Allice,5,2,"{'Hal': [3, 3, 3], 'Allice': [2, 5, 2, 3], 'WOPR': [4, 4, 3, 2], 'Andy': [5, 4, 5, 4]}"
WOPR,4,3,"{'Allice': [2, 5, 2, 3], 'WOPR': [4, 4, 3, 2], 'Andy': [5, 4, 5, 4], 'Hal': [3, 3, 3]}"
Andy,5,3,"{'WOPR': [4, 4, 3, 2], 'Andy': [5, 4, 5, 4], 'Hal': [3, 3, 3], 'Allice': [2, 5, 2, 3]}"
Hal,3,4,"{'Andy': [5, 4, 5, 4], 'Hal': [3, 3, 3], 'Allice': [2, 5, 2, 3], 'WOPR': [4, 4, 3, 2]}"
Allice,2,5,"{'Hal': [3, 3, 3], 'Allice': [2, 5, 2, 3], 'WOPR': [4, 4, 3, 2], 'Andy': [5, 4, 5, 4]}"
WOPR,4,5,"{'Allice': [2, 5, 2, 3], 'WOPR': [4, 4, 3, 2], 'Andy': [5, 4, 5, 4], 'Hal': [3, 3, 3]}"
Andy,5,5,"{'WOPR': [4, 4, 3, 2], 'Andy': [5, 4, 5, 4], 'Hal': [3, 3, 3], 'Allice': [2, 5, 2, 3]}"
Hal,3,6,"{'Andy': [5, 4, 5, 4], 'Hal': [3, 3, 3], 'Allice': [2, 5, 2, 3], 'WOPR': [4, 4, 3, 2]}"
Allice,2,7,"{'WOPR': [4, 4, 3, 2], 'Andy': [5, 4, 5, 4], 'Hal': [3, 3], 'Allice': [2, 5, 2, 3]}"
Andy,2,1,"{'WOPR': [6, 1, 6, 5], 'Andy': [2, 3, 2, 5], 'Hal': [4, 5], 'Allice': [5, 6, 5, 1]}"
Hal,5,1,"{'Andy': [2, 3, 2, 5], 'Hal': [4, 5], 'Allice': [5, 6, 5, 1], 'WOPR': [6, 1, 6, 5]}"
Allice,5,2,"{'Hal': [4, 5], 'Allice': [5, 6, 5, 1], 'WOPR': [6, 1, 6, 5], 'Andy': [2, 3, 2, 5]}"
WOPR,6,2,"{'Allice': [5, 6, 5, 1], 'WOPR': [6, 1, 6, 5], 'Andy': [2, 3, 2, 5], 'Hal': [4, 5]}"
Andy,2,3,"{'WOPR': [6, 1, 6, 5], 'Andy': [2, 3, 2, 5], 'Hal': [4, 5], 'Allice': [5, 6, 5, 1]}"
Hal,5,3,"{'Andy': [2, 3, 2, 5], 'Hal': [4, 5], 'Allice': [5, 6, 5, 1], 'WOPR': [6, 1, 6, 5]}"
Allice,5,4,"{'Hal': [4, 5], 'Allice': [5, 6, 5, 1], 'WOPR': [6, 1, 6, 5], 'Andy': [2, 3, 2, 5]}"
WOPR,6,4,"{'Allice': [5, 6, 5, 1], 'WOPR': [6, 1, 6, 5], 'Andy': [2, 3, 2, 5], 'Hal': [4, 5]}"
Andy,2,5,"{'WOPR': [6, 1, 6, 5], 'Andy': [2, 3, 2, 5], 'Hal': [4, 5], 'Allice': [5, 6, 5, 1]}"
Hal,5,5,"{'Andy': [2, 3, 2, 5], 'Hal': [4, 5], 'Allice': [5, 6, 5, 1], 'WOPR': [6, 1, 6, 5]}"
Allice,5,6,"{'Hal': [4, 5], 'Allice': [5, 6, 5, 1], 'WOPR': [6, 1, 6, 5], 'Andy': [2, 3, 2, 5]}"
WOPR,6,6,"{'Allice': [5, 6, 5, 1], 'WOPR': [6, 1, 6, 5], 'Andy': [2, 3, 2, 5], 'Hal': [4, 5]}"
Andy,2,7,"{'Hal': [4, 5], 'Allice': [5, 6, 5, 1], 'WOPR': [1, 6, 5], 'Andy': [2, 3, 2, 5]}"
Allice,3,1,"{'Hal': [5, 3], 'Allice': [5, 3, 2, 3], 'WOPR': [2, 6, 6], 'Andy': [4, 3, 2, 3]}"
WOPR,6,1,"{'Allice': [5, 3, 2, 3], 'WOPR': [2, 6, 6], 'Andy': [4, 3, 2, 3], 'Hal': [5, 3]}"
Andy,3,2,"{'WOPR': [2, 6, 6], 'Andy': [4, 3, 2, 3], 'Hal': [5, 3], 'Allice': [5, 3, 2, 3]}"
Hal,5,2,"{'Andy': [4, 3, 2, 3], 'Hal': [5, 3], 'Allice': [5, 3, 2, 3], 'WOPR': [2, 6, 6]}"
Allice,3,3,"{'Hal': [5, 3], 'Allice': [5, 3, 2, 3], 'WOPR': [2, 6, 6], 'Andy': [4, 3, 2, 3]}"
WOPR,6,3,"{'Allice': [5, 3, 2, 3], 'WOPR': [2, 6, 6], 'Andy': [4, 3, 2, 3], 'Hal': [5, 3]}"
Andy,3,4,"{'WOPR': [2, 6, 6], 'Andy': [4, 3, 2, 3], 'Hal': [5, 3], 'Allice': [5, 3, 2, 3]}"
Hal,5,4,"{'Andy': [4, 3, 2, 3], 'Hal': [5, 3], 'Allice': [5, 3, 2, 3], 'WOPR': [2, 6, 6]}"
Allice,3,5,"{'Hal': [5, 3], 'Allice': [5, 3, 2, 3], 'WOPR': [2, 6, 6], 'Andy': [4, 3, 2, 3]}"
WOPR,6,5,"{'Allice': [5, 3, 2, 3], 'WOPR': [2, 6, 6], 'Andy': [4, 3, 2, 3], 'Hal': [5, 3]}"
Andy,3,6,"{'WOPR': [2, 6, 6], 'Andy': [4, 3, 2, 3], 'Hal': [5, 3], 'Allice': [5, 3, 2, 3]}"
Hal,5,6,"{'Allice': [5, 3, 2, 3], 'WOPR': [2, 6, 6], 'Andy': [3, 2, 3], 'Hal': [5, 3]}"
WOPR,3,1,"{'Allice': [4, 6, 1, 3], 'WOPR': [1, 3, 3], 'Andy': [2, 3, 3], 'Hal': [5, 6]}"
Andy,3,2,"{'WOPR': [1, 3, 3], 'Andy': [2, 3, 3], 'Hal': [5, 6], 'Allice': [4, 6, 1, 3]}"
Hal,5,2,"{'Andy': [2, 3, 3], 'Hal': [5, 6], 'Allice': [4, 6, 1, 3], 'WOPR': [1, 3, 3]}"
Allice,6,2,"{'Hal': [5, 6], 'Allice': [4, 6, 1, 3], 'WOPR': [1, 3, 3], 'Andy': [2, 3, 3]}"
WOPR,3,3,"{'Allice': [4, 6, 1, 3], 'WOPR': [1, 3, 3], 'Andy': [2, 3, 3], 'Hal': [5, 6]}"
Andy,3,4,"{'WOPR': [1, 3, 3], 'Andy': [2, 3, 3], 'Hal': [5, 6], 'Allice': [4, 6, 1, 3]}"
Hal,6,4,"{'Andy': [2, 3, 3], 'Hal': [5, 6], 'Allice': [4, 6, 1, 3], 'WOPR': [1, 3, 3]}"
Allice,6,5,"{'WOPR': [1, 3, 3], 'Andy': [2, 3, 3], 'Hal': [6], 'Allice': [4, 6, 1, 3]}"
Andy,2,1,"{'WOPR': [5, 4, 2], 'Andy': [2, 1, 2], 'Hal': [4], 'Allice': [2, 6, 2, 3]}"
Hal,4,1,"{'Andy': [2, 1, 2], 'Hal': [4], 'Allice': [2, 6, 2, 3], 'WOPR': [5, 4, 2]}"
Allice,6,1,"{'Hal': [4], 'Allice': [2, 6, 2, 3], 'WOPR': [5, 4, 2], 'Andy': [2, 1, 2]}"
WOPR,5,2,"{'Allice': [2, 6, 2, 3], 'WOPR': [5, 4, 2], 'Andy': [2, 1, 2], 'Hal': [4]}"
Andy,2,3,"{'WOPR': [5, 4, 2], 'Andy': [2, 1, 2], 'Hal': [4], 'Allice': [2, 6, 2, 3]}"
Hal,4,3,"{'Andy': [2, 1, 2], 'Hal': [4], 'Allice': [2, 6, 2, 3], 'WOPR': [5, 4, 2]}"
Allice,2,4,"{'Hal': [4], 'Allice': [2, 6, 2, 3], 'WOPR': [5, 4, 2], 'Andy': [2, 1, 2]}"
WOPR,5,4,"{'Allice': [2, 6, 2, 3], 'WOPR': [5, 4, 2], 'Andy': [2, 1, 2], 'Hal': [4]}"
Andy,2,5,"{'WOPR': [5, 4, 2], 'Andy': [2, 1, 2], 'Hal': [4], 'Allice': [2, 6, 2, 3]}"
Hal,4,5,"{'Andy': [2, 1, 2], 'Hal': [4], 'Allice': [2, 6, 2, 3], 'WOPR': [5, 4, 2]}"
Allice,2,6,"{'WOPR': [5, 4, 2], 'Andy': [2, 1, 2], 'Hal': [], 'Allice': [2, 6, 2, 3]}"
Allice,2,1,"{'Allice': [1, 1, 2, 2], 'WOPR': [2, 5, 5], 'Andy': [1, 6, 3]}"
WOPR,5,1,"{'WOPR': [2, 5, 5], 'Andy': [1, 6, 3], 'Allice': [1, 1, 2, 2]}"
Andy,6,1,"{'Andy': [1, 6, 3], 'Allice': [1, 1, 2, 2], 'WOPR': [2, 5, 5]}"
Allice,2,2,"{'Allice': [1, 1, 2, 2], 'WOPR': [2, 5, 5], 'Andy': [1, 6, 3]}"
WOPR,5,2,"{'WOPR': [2, 5, 5], 'Andy': [1, 6, 3], 'Allice': [1, 1, 2, 2]}"
Andy,6,2,"{'Andy': [1, 6, 3], 'Allice': [1, 1, 2, 2], 'WOPR': [2, 5, 5]}"
Allice,2,3,"{'Allice': [1, 1, 2, 2], 'WOPR': [2, 5, 5], 'Andy': [1, 6, 3]}"
WOPR,5,3,"{'WOPR': [2, 5, 5], 'Andy': [1, 6, 3], 'Allice': [1, 1, 2, 2]}"
Andy,6,3,"{'Andy': [1, 6, 3], 'Allice': [1, 1, 2, 2], 'WOPR': [2, 5, 5]}"
Allice,2,4,"{'Allice': [1, 1, 2, 2], 'WOPR': [2, 5, 5], 'Andy': [1, 6, 3]}"
WOPR,5,4,"{'WOPR': [2, 5, 5], 'Andy': [1, 6, 3], 'Allice': [1, 1, 2, 2]}"
Andy,6,4,"{'Andy': [1, 6, 3], 'Allice': [1, 1, 2, 2], 'WOPR': [2, 5, 5]}"
Allice,2,5,"{'Andy': [6, 3], 'Allice': [1, 1, 2, 2], 'WOPR': [2, 5, 5]}"
WOPR,3,1,"{'WOPR': [1, 3, 2], 'Andy': [6, 4], 'Allice': [5, 6, 1, 4]}"
Andy,6,1,"{'Andy': [6, 4], 'Allice': [5, 6, 1, 4], 'WOPR': [1, 3, 2]}"
Allice,1,2,"{'Allice': [5, 6, 1, 4], 'WOPR': [1, 3, 2], 'Andy': [6, 4]}"
WOPR,3,2,"{'WOPR': [1, 3, 2], 'Andy': [6, 4], 'Allice': [5, 6, 1, 4]}"
Andy,6,2,"{'Andy': [6, 4], 'Allice': [5, 6, 1, 4], 'WOPR': [1, 3, 2]}"
Allice,6,3,"{'Allice': [5, 6, 1, 4], 'WOPR': [1, 3, 2], 'Andy': [6, 4]}"
WOPR,3,4,"{'Allice': [6, 1, 4], 'WOPR': [1, 3, 2], 'Andy': [6, 4]}"
Andy,5,1,"{'Andy': [5, 5], 'Allice': [4, 2, 3], 'WOPR': [5, 2, 2]}"
